id,url,plant_id,latin_name,phytophthora root rot,determinate habit,plant habit,blossom end shape,calyx constriction,calyx margin,calyx shape,fasciculated,filament color,flowers per axil,fruit corkiness,fruit length,fruit neck constriction,fruit pods per node,fruit position,fruit shape,fruit weight,fruit width,immature fruit color,leaf pubescence,leaf texture,locule number,mature fruit color,node anthocyanin,pedicel position at anthesis,peduncle insertion,seed color,stem anthocyanin,stem color,stem number,stem pubescence,stigma exsertion,days to maturity,accession uniformity,fruit persistance,fruit set,pungency,plant height,plant width,anther color,corolla color,corolla spots,cotyledon color,peduncle length,wall thickness,meloidogyne hapla egg,meloidogyne hapla gall,degree of pungency,bacterial leaf spot,cucumber mosiac virus,tobacco etch virus,tobacco mosaic virus,verticillium wilt,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),anthocyanin immature fruit,capsaicin content,dihydrocpasaicin content,total capsaicinoid content,percent dry weight,beet curly top virus,phytophthora,dwarfism,flower angle,curly top virus,flower habit,fruit color_phy,fruit diameter,fruit surface,immature color,spines,maturation,leaf surface,male sterility,mosaic virus complex,alfalfa mosaic virus,anthracnose,alpha-linoleic acid (18:3alph),arachidic acid (20:0),behenic acid (22:0),gamma-linoleic acid (18:3gam),linoleic acid (18:2),myristic acid (14:0),oleic acid (18:1),palmitic acid (16:0),palmitoleic acid (16:1),seed oil percentage,stearic acid (18:0),seed shape,seed surface,photoperiod,root knot nematode,southern blight,growth habit,bract length in millimeters,branching index,inflorescence density,terminal inflorescence,hundred seed weight,number of seeds per gram
1531753,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1531753,PI 595908,Capsicum chinense Jacq.,,,7.0,3.0,,3.0,2.0,,2.0,1.0,0.0,3.03,,1.0,,4.0,1.5,1.15,2.0,0.0,5.0,3.0,2.0,,3.0,9.0,1.0,,1.0,,1.0,7.0,,9.0,1.0,7.0,1.0,,,3.0,2.0,,,,,,,,,,,,,,,1.0,,,,15.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142566,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1142566,PI 165587,Capsicum annuum L.,9.0,,9.0,1.0,,3.0,1.0,,1.0,1.0,0.0,9.0,,2.0,1.0,1.0,,1.0,2.0,0.0,1.0,,2.0,,1.0,1.0,1.0,,,5.0,0.0,7.0,5.0,7.0,,7.0,1.0,60.0,60.0,3.0,1.0,,1.0,3.0,,6.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138548,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138548,PI 159234,Capsicum chinense Jacq.,,,,,,,1.0,,,,,12.0,,1.0,1.0,1.0,8.7,3.0,,,,,2.0,,,,,,,,,,8.0,,,4.0,,70.0,,,,,,,,7.0,7.0,5.0,,9.0,,,9.0,,,,79.73,32.91,112.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252629,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252629,PI 339015,Capsicum annuum L.,,,5.0,9.0,,5.0,2.0,,1.0,1.0,0.0,6.0,,1.0,9.0,6.0,,5.0,3.0,,1.0,5.0,2.0,1.0,9.0,9.0,1.0,,1.0,1.0,0.0,7.0,1.0,,,2.0,,61.0,51.0,3.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596918,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1596918,PI 631149,Capsicum annuum L.,9.0,1.0,5.0,1.0,,2.0,1.0,,1.0,,0.0,1.5,,2.5,9.0,2.0,0.7,1.0,6.0,0.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,5.0,5.0,9.0,1.0,9.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515367,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1515367,PI 593556,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334261,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334261,PI 439325,Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,7.0,,5.0,5.0,,3.0,1.0,,1.0,1.0,0.0,1.0,,1.0,9.0,1.0,0.2,0.5,2.0,0.0,1.0,2.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,5.0,0.0,9.0,8.0,9.0,0.0,5.0,1.0,,,2.0,1.0,,1.0,2.5,0.1,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152901,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1152901,PI 176462,Capsicum annuum L.,8.0,,5.0,,,3.0,2.0,,1.0,1.0,0.0,5.0,,1.0,1.0,2.0,,7.0,,,1.0,,2.0,1.0,,,1.0,,1.0,3.0,1.0,7.0,5.0,,,3.0,1.0,38.0,,3.0,1.0,,1.0,2.0,,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909069,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1909069,Grif 17475,Capsicum annuum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218545,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1218545,PI 288943,Capsicum annuum L.,8.0,,7.0,,,5.0,2.0,,1.0,1.0,0.0,13.0,,1.0,1.0,1.0,,4.0,2.0,,1.0,,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,0.0,5.0,5.0,,0.0,3.0,1.0,50.0,,2.0,1.0,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275746,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1275746,PI 368068,Capsicum frutescens L.,,,,,,,1.0,,,,,3.0,,1.0,9.0,4.0,,1.0,,,,,5.0,,,,,,,,,,8.0,,,9.0,,75.0,60.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325599,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1325599,PI 430614,Capsicum annuum L.,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284105,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1284105,PI 379214,Capsicum annuum L.,9.0,,,,,,,,,,,11.0,,,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284057,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1284057,PI 379165,Capsicum annuum L.,9.0,,,,,,2.0,,,,,4.0,,1.0,,4.0,,2.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,50.0,60.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450617,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1450617,PI 555645,Capsicum spp.,,,7.0,1.0,,,,,1.0,1.0,0.0,,,,1.0,,,,2.0,,1.0,,2.0,1.0,,,1.0,,,9.0,3.0,9.0,,,0.0,,1.0,,,,1.0,,1.0,5.0,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327735,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1327735,PI 432799,Capsicum annuum L.,8.0,,5.0,9.0,,5.0,,1.0,1.0,1.0,0.0,,,,7.0,6.0,,,2.0,,1.0,4.0,2.0,,7.0,7.0,1.0,,1.0,1.0,0.0,3.0,,,,,,,,3.0,1.0,,1.0,5.0,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218579,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1218579,PI 288978,Capsicum annuum L.,9.0,,,,,,2.0,,,,,15.0,,1.0,1.0,4.0,,10.0,,,,,2.0,,,,,,,,,,5.0,,,4.0,,70.0,40.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196486,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196486,PI 257045,Capsicum frutescens L.,,,7.0,5.0,,5.0,1.0,,2.0,1.0,0.0,5.0,,3.0,9.0,4.0,0.5,2.0,2.0,,1.0,2.0,2.0,1.0,9.0,1.0,1.0,,,7.0,5.0,9.0,8.0,,0.0,4.0,1.0,55.0,,4.0,2.0,,,5.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114274,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1114274,PI 635864,Capsicum annuum L.,6.0,,,,,,,,,,,8.6,,,,,108.3,6.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277161,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1277161,PI 370010,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,5.0,2.0,,3.0,1.0,,1.0,1.0,1.0,4.0,,1.0,1.0,1.0,4.5,1.0,3.0,0.0,1.0,3.0,5.0,1.0,9.0,2.0,1.0,,1.0,3.0,0.0,5.0,8.0,9.0,1.0,5.0,1.0,60.0,50.0,1.0,1.0,2.0,1.0,3.0,0.1,6.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209198,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1209198,PI 281298,Capsicum annuum L.,,,,,,,2.0,,,,,4.0,,1.0,1.0,4.0,,3.0,,,,,2.0,,,,,,,,,,5.0,,,3.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646989,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1646989,PI 659096,Capsicum annuum L.,,,,,1.0,,,,,1.0,1.0,6.04,,,9.0,,2.0,0.77,,,,2.0,5.0,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209288,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1209288,PI 281428,Capsicum chinense Jacq.,,,5.0,,,5.0,1.0,,2.0,,0.0,6.0,,3.0,1.0,1.0,4.5,1.0,2.0,,,,2.0,1.0,5.0,,1.0,,1.0,7.0,1.0,5.0,8.0,,0.0,6.0,1.0,45.0,,4.0,2.0,,,5.0,,,,5.0,,,,,,,,,646.29,417.23,1063.53,12.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252623,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252623,PI 339009,Capsicum annuum L.,9.0,,5.0,,,5.0,2.0,,1.0,1.0,0.0,8.0,,1.0,9.0,6.0,,5.0,3.0,,1.0,,2.0,1.0,7.0,5.0,1.0,,1.0,1.0,0.0,1.0,1.0,,0.0,2.0,,70.0,60.0,3.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572461,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572461,PI 645512,Capsicum annuum L.,7.0,,,,,,,,,,,7.13,,,,,1.7,0.87,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333586,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1333586,PI 438650,Capsicum annuum L.,8.0,,,,,,2.0,,,,,8.0,,1.0,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,40.0,80.0,,,,,,,,,5.0,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161394,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1161394,PI 188473,Capsicum annuum L.,9.0,,,,,,1.0,,1.0,1.0,0.0,16.0,,1.0,1.0,1.0,,3.0,2.0,1.0,,,2.0,1.0,,,1.0,,1.0,1.0,,9.0,5.0,7.0,0.0,4.0,1.0,90.0,,,1.0,,1.0,,,7.0,7.0,5.0,9.0,9.0,,,9.0,4.0,3.0,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189731,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1189731,PI 246331,Capsicum annuum L.,9.0,,,1.0,,5.0,1.0,1.0,1.0,,0.0,13.0,1.0,1.0,1.0,1.0,3.7,2.0,2.0,0.0,1.0,2.0,2.0,1.0,,,1.0,,1.0,,3.0,5.0,5.0,9.0,0.0,,1.0,50.0,55.0,3.0,1.0,,,5.0,,8.0,8.0,5.0,1.0,9.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172485,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1172485,PI 205172,Capsicum annuum L.,8.0,,5.0,,,,2.0,,1.0,1.0,1.0,8.0,1.0,1.0,1.0,4.0,,5.0,,1.0,1.0,3.0,2.0,1.0,7.0,,1.0,,1.0,9.0,1.0,9.0,5.0,1.0,,4.0,1.0,38.0,,3.0,1.0,,1.0,3.0,,7.0,8.0,1.0,9.0,9.0,,,9.0,,,1.0,,,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046705,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046705,Grif 9118,Capsicum frutescens L.,,,9.0,3.0,,1.0,,,2.0,1.0,0.0,2.0,1.0,,9.0,1.0,,1.5,2.0,1.0,1.0,2.0,2.0,,9.0,3.0,1.0,,1.0,1.0,0.0,9.0,,9.0,,5.0,1.0,,,3.0,2.0,,1.0,4.0,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164570,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1164570,PI 193471,Capsicum annuum L.,9.0,,9.0,,,,2.0,,1.0,1.0,0.0,3.0,,1.0,1.0,1.0,,1.0,2.0,0.0,,,2.0,,3.0,,1.0,,1.0,,,9.0,5.0,1.0,,4.0,1.0,50.0,,,1.0,,1.0,,,9.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047749,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047749,Grif 9299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572371,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572371,PI 640564,Capsicum annuum L.,9.0,,,,,,,,,,,8.35,,,,,123.7,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572821,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572821,PI 640674,Capsicum annuum L.,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572424,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572424,PI 640598,Capsicum annuum L.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034783,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1034783,PI 603810,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333549,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1333549,PI 438613,Capsicum annuum L.,9.0,,,,,,1.0,,,,,8.0,,1.0,1.0,1.0,,2.0,,,,,5.0,,,,,,,,,,8.0,,,9.0,,55.0,74.0,,,,,,,,,5.0,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572264,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572264,PI 640893,Capsicum chinense Jacq.,,,,,,,,,,,,5.47,,,,,14.4,3.04,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950100,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1950100,PI 682669,Capsicum annuum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266914,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266914,PI 357598,Capsicum annuum L.,9.0,,7.0,,,5.0,1.0,,1.0,1.0,0.0,8.0,,1.0,1.0,1.0,,2.0,,,1.0,,2.0,1.0,1.0,,1.0,,1.0,5.0,0.0,,5.0,,0.0,5.0,1.0,50.0,40.0,3.0,1.0,,1.0,5.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438134,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1438134,PI 543198,Capsicum spp.,,,5.0,,1.0,3.0,,,2.0,3.0,0.0,6.0,,,1.0,,,5.0,,1.0,1.0,3.0,2.0,1.0,9.0,4.0,1.0,,1.0,9.0,0.0,,,1.0,,5.0,1.0,,,3.0,2.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277147,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1277147,PI 369996,Capsicum annuum L.,3.0,,,,1.0,5.0,2.0,,1.0,,0.0,7.0,,1.0,1.0,1.0,7.7,2.0,2.0,0.0,1.0,2.0,2.0,1.0,,,1.0,,1.0,,1.0,7.0,5.0,9.0,0.0,5.0,1.0,70.0,65.0,2.0,1.0,,,5.0,,,,5.0,,,,,,,,,82.3,42.0,124.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192421,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1192421,PI 249635,Capsicum annuum L.,9.0,,7.0,5.0,,5.0,1.0,,,1.0,0.0,10.0,,1.0,1.0,1.0,,2.0,2.0,,1.0,,2.0,1.0,5.0,,1.0,,1.0,7.0,,9.0,8.0,,0.0,5.0,1.0,50.0,60.0,3.0,1.0,,,5.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427924,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1427924,PI 532988,Capsicum annuum L.,7.0,1.0,7.0,6.0,,4.0,2.0,,1.0,1.0,0.0,4.0,,1.0,3.0,2.0,37.0,6.0,2.0,0.0,1.0,3.0,2.0,1.0,8.0,6.0,1.0,,1.0,1.0,0.0,,5.0,9.0,0.0,3.0,,,,2.0,1.0,1.0,,3.0,0.5,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174340,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1174340,PI 209654,Capsicum spp.,,,5.0,1.0,,,1.0,,1.0,1.0,0.0,9.0,,1.0,1.0,1.0,,1.0,2.0,0.0,1.0,,2.0,1.0,,1.0,1.0,,1.0,,,,8.0,9.0,,5.0,1.0,85.0,,3.0,,,,4.0,,,,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450592,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1450592,PI 555620,Capsicum spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334231,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334231,PI 439295,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048285,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048285,Grif 9380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334282,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334282,PI 439346,Capsicum annuum L.,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165296,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1165296,PI 194568,Capsicum annuum L.,9.0,,5.0,1.0,,,1.0,,1.0,1.0,0.0,3.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,,2.0,1.0,,,1.0,,1.0,5.0,,7.0,5.0,,,5.0,1.0,65.0,,3.0,1.0,,1.0,,,5.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266920,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266920,PI 357604,Capsicum annuum L.,9.0,,7.0,7.0,1.0,1.0,2.0,,1.0,1.0,0.0,8.0,,1.0,1.0,6.0,69.0,8.0,,0.0,1.0,0.0,2.0,1.0,1.0,8.0,1.0,,1.0,1.0,0.0,5.0,5.0,9.0,1.0,5.0,,75.0,65.0,2.0,1.0,,1.0,2.0,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334155,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334155,PI 439219,Capsicum annuum L.,6.0,,5.0,7.0,,5.0,,,1.0,1.0,0.0,,,,1.0,6.0,,,2.0,,1.0,2.0,2.0,1.0,3.0,3.0,1.0,,1.0,1.0,0.0,9.0,,,,,,,,4.0,1.0,,1.0,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218540,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1218540,PI 288938,Capsicum annuum L.,8.0,,7.0,5.0,,3.0,2.0,,1.0,1.0,0.0,3.0,,1.0,,3.0,,3.0,2.0,,1.0,2.0,2.0,1.0,7.0,3.0,1.0,,1.0,3.0,1.0,3.0,5.0,,0.0,5.0,1.0,65.0,45.0,3.0,1.0,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284107,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1284107,PI 379216,Capsicum annuum L.,9.0,,,,,,1.0,,,,,5.0,,,,1.0,,1.0,,,,,4.0,,,,,,,,,,1.0,,,9.0,,35.0,40.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572216,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572216,PI 640504,Capsicum annuum L.,9.0,,,,,,,,,,,7.91,,,,,87.5,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336601,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336601,PI 441665,Capsicum spp.,,,,,,,2.0,,,,,,,1.0,,1.0,,2.0,,,,,2.0,,,,,,,,,,5.0,,,9.0,,50.0,54.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333474,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1333474,PI 438538,Capsicum annuum L.,9.0,,,,,,1.0,,,,,4.0,,1.0,1.0,4.0,,1.0,,,,,2.0,,,,,,,,,,8.0,,,5.0,,70.0,90.0,,,,,,,7.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252667,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252667,PI 339053,Capsicum annuum L.,9.0,,5.0,1.0,,9.0,2.0,,1.0,1.0,0.0,6.0,,1.0,9.0,6.0,,6.0,2.0,,1.0,3.0,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,0.0,9.0,1.0,,0.0,3.0,,55.0,55.0,,1.0,,1.0,5.0,,9.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252622,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252622,PI 339008,Capsicum annuum L.,,,7.0,,,5.0,2.0,,1.0,1.0,0.0,9.0,,1.0,9.0,6.0,57.6,5.0,2.0,,1.0,,2.0,1.0,7.0,7.0,1.0,,1.0,3.0,0.0,,1.0,,0.0,2.0,,70.0,60.0,3.0,1.0,,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
