id,url,plant_id,latin_name,phytophthora root rot,plant habit,anther color,blossom end shape,calyx margin,corolla color,cotyledon color,filament color,flowers per axil,fruit corkiness,fruit position,fruit shape,immature fruit color,leaf texture,mature fruit color,node anthocyanin,peduncle insertion,peduncle length,seed color,stem color,stem number,stem pubescence,stigma exsertion,anthocyanin immature fruit,calyx shape,fasciculated,fruit length,fruit pods per node,fruit weight,fruit width,leaf pubescence,locule number,pedicel position at anthesis,days to maturity,accession uniformity,fruit persistance,fruit set,determinate habit,calyx constriction,fruit neck constriction,stem anthocyanin,pungency,plant height,plant width,wall thickness,degree of pungency,meloidogyne hapla egg,meloidogyne hapla gall,male sterility,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),capsaicin content,dihydrocpasaicin content,total capsaicinoid content,corolla spots,flower angle,percent dry weight,beet curly top virus,alfalfa mosaic virus,dwarfism,bacterial leaf spot,cucumber mosiac virus,phytophthora,verticillium wilt
1046926,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046926,Grif 9156,Capsicum annuum L.,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5,34.6,110.1,,,,,,,,,,
1046936,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046936,PI 656272,Capsicum annuum L.,,9.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,7.0,,,,5.5,,,2.5,0.0,4.0,5.0,,7.0,,7.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046940,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046940,Grif 9158,Capsicum annuum L.,7.0,7.0,3.0,,5.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,2.0,1.0,,5.0,1.0,1.0,9.0,9.0,9.0,,,,,,,,,,5.0,,,0.0,,,,,,1.0,,,,,,,,4.0,4.0,,,,,,,,,,,,,
1046948,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046948,Grif 9159,Capsicum annuum L.,8.0,9.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,2.0,1.0,,5.0,1.0,1.0,9.0,9.0,9.0,,,,,,,,,,1.0,,,0.0,,,,,,1.0,,,,,,,,4.0,4.0,,,,,,,,,,,,,
1046951,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046951,Grif 9160,Capsicum annuum L.,9.0,7.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,,,5.0,1.0,1.0,9.0,7.0,9.0,,1.0,,5.0,,1.0,1.0,1.0,2.0,1.0,,7.0,0.0,,,,,,1.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,
1046959,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046959,PI 675462,Capsicum annuum L.,9.0,5.0,3.0,,5.0,1.0,1.0,1.0,1.0,0.0,,4.0,,1.0,2.0,1.0,1.0,5.0,1.0,1.0,7.0,5.0,5.0,,,,4.0,,2.5,1.0,1.0,2.0,5.0,,7.0,0.0,,,1.0,,,1.0,,,,,,,,4.0,4.0,,,,,,,,,,,,,
1046962,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046962,Grif 9162,Capsicum annuum L.,8.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,9.0,9.0,9.0,,,,,,,,,3.0,1.0,,,1.0,,,,,,1.0,,,,,,,,4.0,4.0,,,,,,,,,,,,,
1046969,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046969,Grif 9163,Capsicum frutescens L.,,9.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,9.0,4.0,2.0,3.0,2.0,,3.0,3.0,1.0,1.0,1.0,0.0,9.0,,,1.0,1.5,,,1.0,0.0,2.0,9.0,,9.0,,9.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1046972,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046972,Grif 9164,Capsicum annuum L.,8.0,5.0,,3.0,5.0,1.0,1.0,1.0,,0.0,,4.0,2.0,1.0,2.0,,,5.0,1.0,1.0,9.0,5.0,,,2.0,,3.5,,2.7,1.5,1.0,2.0,,,3.0,0.0,,,,,,1.0,,,,,,,,4.0,5.0,,,,,,,,,,,,,
1046981,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046981,Grif 9165,Capsicum annuum L.,9.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,5.0,2.0,1.0,5.0,4.0,,1.0,1.0,9.0,5.0,,,,3.5,,,2.0,7.0,2.0,1.0,,7.0,,9.0,,,,,1.0,,,,,,,,4.0,5.0,116.0,180.8,296.8,,,,,,,,,,
1046984,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046984,Grif 9166,Capsicum annuum L.,9.0,9.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,,5.0,3.0,1.0,1.0,1.0,9.0,9.0,,,,3.0,,,2.0,5.0,2.0,1.0,,9.0,,7.0,,,,,1.0,,,,,,,,4.0,5.0,,,,,,,,,,,,,
1046991,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046991,PI 656273,Capsicum annuum L.,7.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,5.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,9.0,9.0,,,,12.0,,,2.0,5.0,3.0,1.0,,7.0,,3.0,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,
1046994,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046994,PI 653618,Capsicum annuum L.,9.0,9.0,4.0,9.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,6.0,2.0,1.0,2.0,,5.0,3.0,1.0,1.0,1.0,7.0,7.0,,,,4.0,,,2.0,5.0,3.0,5.0,,9.0,,7.0,,,,,1.0,,,,,,,,4.0,5.0,,,,,,,,,,,,,
1047002,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047002,Grif 9169,Capsicum annuum L.,9.0,9.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,9.0,7.0,,,,8.0,,,3.0,7.0,3.0,1.0,,9.0,,7.0,,,,,,,,,,,,,4.0,5.0,0.0,0.0,0.0,,,,,,,,,,
1047005,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047005,PI 656274,Capsicum annuum L.,9.0,9.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,7.0,1.0,,,5.0,,,3.0,9.0,2.0,1.0,,7.0,,5.0,,,,,1.0,,,,,,,,4.0,5.0,,,,,,,,,,,,,
1047016,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047016,Grif 9171,Capsicum annuum L.,8.0,9.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,9.0,4.0,2.0,5.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,9.0,5.0,,,,7.0,,,1.0,7.0,2.0,3.0,,9.0,,3.0,,,,,1.0,,,,,,,,4.0,5.0,,,,,,,,,,,,,
1047019,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047019,Grif 9172,Capsicum annuum L.,9.0,7.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,9.0,9.0,9.0,,,,,,,,,,5.0,,,0.0,,,,,,1.0,,,,,,,,4.0,5.0,,,,,,,,,,,,,
1047027,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047027,Grif 9173,Capsicum annuum L.,9.0,9.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,9.0,9.0,,,,7.0,,,2.5,3.0,2.0,5.0,,9.0,,9.0,,,,,1.0,,,,,,,,4.0,5.0,182.4,210.8,393.1,,,,,,,,,,
1047030,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047030,Grif 9174,Capsicum annuum L.,9.0,9.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,1.0,1.0,,7.0,4.0,1.0,1.0,1.0,1.0,5.0,,,,7.0,,,4.0,0.0,3.0,1.0,,9.0,,9.0,,,,,,,,,,,,,3.0,4.0,0.0,0.0,0.0,,,,,,,,,,
1047036,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047036,Grif 9175,Capsicum annuum L.,9.0,9.0,4.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,9.0,9.0,,,,4.0,,,2.0,5.0,3.0,1.0,,7.0,,9.0,,,,,1.0,,,,,,,,2.0,4.0,,,,,,,,,,,,,
1047039,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047039,Grif 9176,Capsicum annuum L.,9.0,5.0,3.0,,,1.0,1.0,1.0,1.0,0.0,,,2.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,7.0,3.0,9.0,,,,,,,,,,7.0,,,0.0,,,,,,1.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,
1047044,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047044,Grif 9177,Capsicum annuum L.,9.0,7.0,3.0,,,1.0,1.0,1.0,1.0,0.0,1.0,,2.0,1.0,2.0,1.0,,5.0,1.0,1.0,9.0,9.0,9.0,,,,,,,,,,5.0,,,0.0,,,,,,1.0,,,,,,,,4.0,5.0,,,,,,,,,,,,,
1047047,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047047,Grif 9178,Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,,
1047056,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047056,Grif 9179,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,75.0,176.3,,,,,,,,,,
1047059,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047059,Grif 9180,Capsicum annuum L.,9.0,3.0,,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,,,,,,,,,,2.0,1.0,,,0.0,,,,,,1.0,,,,,,,,,,28.5,0.0,28.5,,,,,,,,,,
1047067,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047067,PI 645485,Capsicum chinense Jacq.,9.0,,,,,,1.0,1.0,1.0,,,,4.0,,2.0,,,,,,,,,,,,5.31,,7.3,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047070,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047070,Grif 9182,Capsicum chinense Jacq.,,7.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,0.0,9.0,,2.0,1.0,8.0,1.0,11.5,2.5,0.0,4.0,1.0,8.0,9.0,0.0,7.0,,1.0,,,,,,0.3,,,,,,,,,,,,,,,,,,,
1047078,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047078,PI 656275,Capsicum annuum L.,,9.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,5.0,4.0,,1.0,2.0,,4.0,4.0,1.0,1.0,5.0,5.0,9.0,,2.0,,4.5,,4.9,2.5,1.0,3.0,1.0,,3.0,0.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1047081,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047081,Grif 9184,Capsicum annuum L.,9.0,9.0,3.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,,9.0,9.0,9.0,,,,,,,,,,1.0,,,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1047090,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047090,Grif 9185,Capsicum annuum L.,9.0,9.0,3.0,,9.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,99.1,34.5,133.6,,,,,,,,,,
1047093,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047093,Grif 9186,Capsicum annuum L.,8.0,9.0,3.0,,7.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,,9.0,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,148.3,100.5,248.8,,,,,,,,,,
1047101,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047101,PI 593562,Capsicum annuum L.,4.0,,3.0,1.0,5.0,1.0,,1.0,,0.0,1.0,2.0,1.0,1.0,2.0,1.0,,5.0,1.0,1.0,,3.0,9.0,1.0,1.0,,9.0,,11.0,2.0,0.0,2.0,,,7.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1047104,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047104,Grif 9188,Capsicum chinense Jacq.,9.0,7.0,3.0,1.0,7.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,3.0,5.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,0.0,7.0,,1.0,,5.0,1.0,4.5,1.5,0.0,3.0,5.0,5.0,9.0,0.0,5.0,,,,,1.0,,,0.2,,,,,,,,,,,,,,,,,,,
1047115,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047115,PI 656276,Capsicum annuum L.,9.0,9.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,7.0,,,,2.0,,,1.0,3.0,3.0,1.0,,9.0,,5.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1047122,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047122,PI 660973,Capsicum chinense Jacq.,,9.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,4.0,2.0,5.0,2.0,1.0,5.0,7.0,1.0,1.0,1.0,1.0,5.0,,,,4.65,,11.2,3.1,1.0,2.0,9.0,,7.0,,9.0,,,,1.0,1.0,,,,,,,,,,4.85,1.47,6.32,,,,,,,,,,
1047125,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047125,PI 645486,Capsicum annuum L.,9.0,9.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,5.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,,,,7.28,,7.8,2.81,1.0,2.0,5.0,,7.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1047133,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047133,Grif 9193,Capsicum chinense Jacq.,,9.0,3.0,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,1.0,2.0,,3.0,3.0,1.0,1.0,3.0,0.0,5.0,,1.0,1.0,3.53,1.0,4.2,1.91,0.0,2.0,7.0,5.0,9.0,1.0,7.0,,1.0,1.0,,1.0,,,0.2,,,,,,,3.67,1.39,5.07,,,,,,,,,,
1047136,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047136,Grif 9194,Capsicum frutescens L.,9.0,9.0,3.0,3.0,5.0,2.0,1.0,2.0,1.0,0.0,1.0,4.0,2.0,5.0,2.0,,3.0,3.0,1.0,1.0,1.0,0.0,1.0,,,,4.0,,,1.5,0.0,2.0,9.0,,7.0,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1047143,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047143,Grif 9195,Capsicum annuum L.,9.0,7.0,,9.0,,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0,,5.0,1.0,1.0,5.0,,9.0,,,,,,,,,,5.0,,,0.0,,,,,,1.0,,,,,,,,,,47.7,0.0,47.7,,,,,,,,,,
1047146,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047146,Grif 9196,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,3.0,1.0,9.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,9.0,1.0,1.0,9.0,0.0,5.0,,1.0,,6.0,1.0,2.5,1.5,0.0,,,,9.0,0.0,5.0,,,,,1.0,,,0.1,,,,,,,,,,3.0,,,,,,,,,
1047152,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047152,Grif 9197,Capsicum frutescens L.,,7.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,9.0,4.0,3.0,1.0,2.0,,1.0,3.0,1.0,1.0,9.0,0.0,7.0,1.0,1.0,,3.0,1.0,1.2,1.0,0.0,3.0,9.0,,9.0,1.0,7.0,,,,,1.0,,,0.1,,,,,,,,,,,,,,,,,,,
1047155,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047155,Grif 9198,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,7.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,7.0,1.0,1.0,3.0,1.0,3.0,,1.0,1.0,12.0,1.0,11.5,2.5,0.0,4.0,9.0,8.0,9.0,1.0,5.0,,,1.0,1.0,1.0,,,0.2,,,,,,,,,,2.0,,,,,,,,,
1047164,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047164,Grif 9199,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,9.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,7.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,5.0,,1.0,,7.5,1.0,16.1,2.5,5.0,4.0,9.0,,9.0,1.0,5.0,,,1.0,1.0,1.0,,,0.3,,,,,,,,,,2.0,,,,,,,,,
1047175,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047175,Grif 9201,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,,3.0,3.5,1.0,1.0,7.0,1.0,3.0,,1.0,1.0,11.0,1.0,15.8,2.0,0.0,3.0,9.0,8.0,9.0,1.0,5.0,,,,,1.0,,,0.3,,,,,,,,,,2.0,,,,,,,,,
1047178,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047178,Grif 9202,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,7.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,9.0,1.0,1.0,9.0,1.0,1.0,,1.0,,11.0,1.0,16.9,2.0,0.0,,7.0,,9.0,0.0,5.0,,,,1.0,1.0,,,0.2,,,,,,,,,,2.0,,,,,,,,,
1047185,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047185,Grif 9203,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,7.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,9.0,1.0,1.0,9.0,1.0,1.0,,1.0,,12.0,1.0,14.2,2.0,0.0,,,,9.0,0.0,5.0,,,,1.0,1.0,,,0.3,,,,,,,,,,2.0,,,,,,,,,
1047188,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047188,Grif 9204,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,4.5,1.0,1.0,7.0,1.0,3.0,,1.0,1.0,11.0,1.0,14.0,2.5,0.0,4.0,9.0,8.0,9.0,1.0,5.0,,,,,1.0,,,0.3,,,,,,,,,,2.0,,,,,,,,,
1047197,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047197,PI 659105,Capsicum baccatum L.,,5.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,5.0,1.0,1.0,9.0,1.0,5.0,,1.0,,9.7,1.0,20.1,2.32,0.0,3.0,9.0,,9.0,1.0,5.0,,,,1.0,1.0,,,0.3,,,,,,,,,,2.0,,,,,,,,,
1047200,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047200,PI 653670,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,7.0,1.0,,7.0,1.0,1.0,1.0,1.0,0.0,1.0,,2.0,1.0,5.0,1.0,3.0,9.0,1.0,1.0,9.0,1.0,1.0,,1.0,,9.91,1.0,169.6,2.72,0.0,,,,9.0,0.0,5.0,,,,1.0,1.0,,,0.3,,,,,,,,,,2.0,,,,,,,,,
1047209,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047209,PI 688672,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,7.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,9.0,1.0,1.0,9.0,3.0,,,1.0,,8.75,1.0,8.3,1.98,0.0,,7.0,,9.0,0.0,5.0,,,,1.0,1.0,,,0.3,,,,,,,,,,2.0,,,,,,,,,
1047212,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047212,PI 688674,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,5.0,,3.0,4.0,1.0,1.0,9.0,1.0,3.0,,1.0,1.0,8.16,1.0,7.8,1.78,0.0,3.0,9.0,,9.0,1.0,5.0,,,,1.0,1.0,,,0.2,,,,,,,,,,2.0,,,,,,,,,
1047225,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047225,Grif 9210,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,7.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,5.0,1.0,1.0,9.0,1.0,3.0,,1.0,1.0,10.39,1.0,19.3,2.61,0.0,4.0,9.0,,9.0,0.0,5.0,,,,1.0,1.0,,,0.3,,,,,,,,,,2.0,,,,,,,,,
1047235,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047235,Grif 9211,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,9.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,5.0,5.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,,1.0,,18.0,1.0,13.4,5.0,1.0,2.0,9.0,,9.0,1.0,1.0,,,,1.0,1.0,,,0.4,,,,,,,,,,2.0,,,,,,,,,
1047239,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047239,Grif 9212,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,9.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,7.0,5.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,5.0,,1.0,,10.0,1.0,15.7,3.0,3.0,3.0,9.0,,9.0,0.0,3.0,,1.0,,1.0,1.0,,,0.2,,,,,,,,,,2.0,,,,,,,,,
1047248,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047248,Grif 9213,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,4.5,1.0,1.0,,1.0,5.0,,1.0,1.0,11.0,1.0,14.5,2.0,0.0,3.0,9.0,8.0,9.0,1.0,7.0,,,1.0,,1.0,,,0.2,,,,,,,22.2,10.7,32.9,2.0,,,,,,,,,
1047253,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047253,PI 660972,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,9.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,7.0,5.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,,1.0,,7.0,1.0,19.1,2.5,3.0,4.0,7.0,,9.0,1.0,7.0,,1.0,,1.0,1.0,,,0.2,,,,,,,,,,2.0,,,,,,,,,
1047259,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047259,Grif 9215,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,4.5,1.0,1.0,9.0,1.0,3.0,,1.0,1.0,10.83,1.0,17.5,2.57,0.0,4.0,9.0,,9.0,1.0,5.0,,,,1.0,1.0,,,0.2,,,,,,,,,,2.0,,,,,,,,,
1047263,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047263,PI 639658,Capsicum frutescens L.,,7.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,4.0,4.0,7.0,,2.0,,6.0,1.0,8.3,2.5,4.0,4.0,9.0,7.0,9.0,1.0,4.0,,,,,1.0,,,0.1,,,,,,,,,,2.0,3.0,,,,,,,,
1047271,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047271,PI 688675,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,4.5,1.0,1.0,9.0,1.0,5.0,,1.0,1.0,11.0,1.0,13.9,2.0,0.0,4.0,9.0,,9.0,1.0,5.0,,,,1.0,1.0,,,0.2,,,,,,,,,,2.0,,,,,,,,,
