id,url,plant_id,latin_name,phytophthora root rot,determinate habit,dwarfism,plant habit,anthocyanin immature fruit,blossom end shape,calyx constriction,calyx margin,calyx shape,corolla spots,fasciculated,filament color,flowers per axil,fruit corkiness,fruit length,fruit neck constriction,fruit pods per node,fruit position,fruit shape,fruit weight,fruit width,immature fruit color,leaf pubescence,leaf texture,locule number,mature fruit color,node anthocyanin,pedicel position at anthesis,peduncle insertion,seed color,stem anthocyanin,stem color,stem number,stem pubescence,stigma exsertion,days to maturity,accession uniformity,commercial category,fruit persistance,fruit set,male sterility,pungency,plant height,plant width,anther color,corolla color,cotyledon color,peduncle length,wall thickness,meloidogyne hapla egg,meloidogyne hapla gall,degree of pungency,image,bacterial leaf spot,cucumber mosiac virus,tobacco etch virus,tobacco mosaic virus,verticillium wilt,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),capsaicin content,dihydrocpasaicin content,total capsaicinoid content,error,core subset,percent dry weight,beet curly top virus,phytophthora,flower angle,curly top virus,flower habit,fruit color_phy,fruit diameter,fruit surface,immature color,spines,maturation,leaf surface,differential host sets,mosaic virus complex,alfalfa mosaic virus,anthracnose,alpha-linoleic acid (18:3alph),arachidic acid (20:0),behenic acid (22:0),gamma-linoleic acid (18:3gam),linoleic acid (18:2),myristic acid (14:0),oleic acid (18:1),palmitic acid (16:0),palmitoleic acid (16:1),seed oil percentage,stearic acid (18:0),seed shape,seed surface,photoperiod,root knot nematode,southern blight,growth habit,adult stem color,blade pigmentation,bract length in millimeters,branching index,flower color,inflorescence density,inflorescence shape,petiole pigmentation,sex type,terminal inflorescence,hundred seed weight,number of seeds per gram
1455913,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1455913,PI 560941,Capsicum frutescens L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277413,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1277413,PI 370398,Capsicum annuum L.,9 - Dead plants,,,,,,,,1 - CUP SHAPED,,,,,,6,,1.0,M - MIXED,1 - ELONGATE,,1,,,,,4 - YELLOW,,,,,,,,,,8 - LATE,,,,"5 - (1 = LOW,  9 = HIGH)",,,60,50,,,,,,5 - 26% to 35% visible egg masses present on root system,5 - 26% to 35% of root system galled,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278725,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1278725,PI 371866,Capsicum annuum L.,9 - Dead plants,,,,,,,,2 - SAUCER SHAPED,,,,,,14,,1.0,1 - PENDANT,4 - CONIC,,4,,,,,2 - RED,,,,,,,,,,5 - MEDIUM,,PAP - PAPRIKA,,"5 - (1 = LOW,  9 = HIGH)",,,80,70,,,,,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266916,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266916,PI 357600,Capsicum annuum L.,9 - Dead plants,,,,,,,,2 - SAUCER SHAPED,,,,,,6,,1.0,9 - ERECT,,,1,,,,,2 - RED,,,,,,,,,,5 - MEDIUM,,CAY - CAYENNE,,9 - HIGH,,,17,7,,,,,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158282,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1158282,PI 182926,Capsicum annuum L.,"4 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",0 - ABSENT,0 - ABSENT,9 - TALL OR UPRIGHT,0 - ABSENT,M - MIXED,0 - ABSENT,M - MIXED,2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,8,0 - ABSENT,1.0,1 - PENDANT,4 - CONIC,,5,M - MIXED,0 - GLABROUS,M - MIXED,,2 - RED,1 - PRESENT,"7 - (1 = PENDANT, 9 = ERECT)",M - MIXED,1 - STRAW,,1 - GREEN,M - MIXED,M - MIXED,M - MIXED,8 - LATE,"3 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",PAP - PAPRIKA,,"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,M - MIXED,75,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,8 - 66% to 80% visible egg masses present on root system,9 - 81% to 100% of root system galled,5 - PUNGENT,,,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266792,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266792,PI 357476,Capsicum annuum L.,9 - Dead plants,,,,,,,,2 - SAUCER SHAPED,,,,,,16,,1.0,1 - PENDANT,1 - ELONGATE,,3,,,,,2 - RED,,,,,,,,,,1 - EARLY,,CHL - CHILI,,"5 - (1 = LOW,  9 = HIGH)",,,40,25,,,,,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058098,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058098,PI 585251,Capsicum frutescens L.,,0 - ABSENT,,"5 - COMPACT, HEIGHT = WIDTH",0 - ABSENT,5 - BLUNT,1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,2 - PURPLE,M,0 - NONE,,0 - ABSENT,,1 - PENDANT,2 - OBLATE,,,3 - GREEN YELLOW,,"5 - (1 = SMOOTH, 9 = CURLED)",4,2 - RED,0 - ABSENT,,"4 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = INSERTED, 9 = EXSERTED)",,,,,,,1 - PRESENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,4,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169976,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1169976,PI 601293,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256894,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1256894,PI 344296,Capsicum annuum L.,9 - Dead plants,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",M - MIXED,1 - POINTED,0 - ABSENT,9 - SERRATE,2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,13,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,,3,3 - GREEN YELLOW,,1 - SMOOTH,3,2 - RED,1 - PRESENT,"3 - (1 = PENDANT, 9 = ERECT)",5 - FLAT,1 - STRAW,,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",3 - SPARSE,1 - INSERTED,1 - EARLY,,PAP - PAPRIKA,0 - SEPARATING CALYX (HAS Sp GENE),9 - HIGH,,0 - ABSENT,50,67,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,,,1 - SWEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276033,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1276033,PI 368433,Capsicum annuum L.,9 - Dead plants,,,,,,,,2 - SAUCER SHAPED,,,,,,13,,1.0,1 - PENDANT,1 - ELONGATE,,2,,,,,2 - RED,,,,,,,,,,5 - MEDIUM,,CHL - CHILI,,"5 - (1 = LOW,  9 = HIGH)",,,50,40,,,,,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014952,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1014952,Grif 1596,Capsicum annuum L.,"5 - Brown roots, small lesions on stems, lower leaves wilted, stunted plants, partial girdling at stem base",,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,M - MIXED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,,0 - ABSENT,,M - MIXED,4 - CONIC,,,2 - GREEN,,1 - SMOOTH,3,2 - RED,1 - PRESENT,"5 - (1 = PENDANT, 9 = ERECT)",5 - FLAT,1 - STRAW,,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)",9 - EXSERTED,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,1 - PRESENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336486,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336486,PI 441550,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,5 - BLUNT,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,1 - WHITE,0 - ABSENT,1 - WHITE,1,0 - NONE,3,0 - ABSENT,1.0,9 - ERECT,4 - CONIC,3.1,3,2 - GREEN,0 - GLABROUS,1 - SMOOTH,2,2 - RED,0 - ABSENT,"7 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,1 - PRESENT,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,5 - SAME LEVEL,1 - EARLY,9 - HIGH (ALL UNIFORM),PIM - PIMIENTO,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),9 - HIGH,0 - ABSENT,1 - PRESENT,80,80,1 - YELLOW,1 - WHITE OR PALE YELLOW,1 - GREEN,9,0.3,,,5 - PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047741,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047741,Grif 9298,Capsicum frutescens L.,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANT - Image of plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266897,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266897,PI 357581,Capsicum annuum L.,9 - Dead plants,,,,,,,,1 - CUP SHAPED,,,,,,6,,1.0,9 - ERECT,,,1,,,,,4 - YELLOW,,,,,,,,,,5 - MEDIUM,,CAY - CAYENNE,,9 - HIGH,,,12,20,,,,,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336529,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336529,PI 441593,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,,"5 - COMPACT, HEIGHT = WIDTH",0 - ABSENT,M - MIXED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,2 - YELLOW,0 - ABSENT,1 - WHITE,1,0 - NONE,4,0 - ABSENT,2.0,1 - PENDANT,6 - BELL,17.7,7,3 - GREEN YELLOW,0 - GLABROUS,1 - SMOOTH,3,2 - RED,0 - ABSENT,9 - ERECT,"3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,0 - ABSENT,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)",M - MIXED,5 - MEDIUM,9 - HIGH (ALL UNIFORM),MIX - MIXED,0 - SEPARATING CALYX (HAS Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,75,95,1 - YELLOW,1 - WHITE OR PALE YELLOW,1 - GREEN,3,0.2,,,1 - SWEET,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266883,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266883,PI 357567,Capsicum annuum L.,9 - Dead plants,,,,,,,,1 - CUP SHAPED,,,,,,6,,1.0,9 - ERECT,1 - ELONGATE,,2,,,,,2 - RED,,,,,,,,,,8 - LATE,,CHL - CHILI,,"5 - (1 = LOW,  9 = HIGH)",,,40,40,,,,,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336468,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336468,PI 441532,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,,M - MIXED,0 - ABSENT,M - MIXED,1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,2 - YELLOW,0 - ABSENT,1 - WHITE,1,0 - NONE,3,0 - ABSENT,1.0,1 - PENDANT,6 - BELL,12,5,3 - GREEN YELLOW,0 - GLABROUS,1 - SMOOTH,3,2 - RED,1 - PRESENT,9 - ERECT,5 - FLAT,1 - STRAW,M - MIXED,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)",1 - INSERTED,5 - MEDIUM,"3 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",MIX - MIXED,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,85,76,1 - YELLOW,1 - WHITE OR PALE YELLOW,1 - GREEN,4,0.2,,,5 - PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906452,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906452,PI 666538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373292,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1373292,PI 478356,Capsicum annuum L.,"7 - Brown roots, large lesions on stems, girdling, whole plant wilted and stunted",,,,,,,,2 - SAUCER SHAPED,,,,,,9,,1.0,1 - PENDANT,1 - ELONGATE,,5,,,,,2 - RED,,,,,,,,,,5 - MEDIUM,,BEL - BELL,,9 - HIGH,,,33,52,,,,,,,,1 - SWEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572206,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572206,PI 640502,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047002,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047002,Grif 9169,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,0 - ABSENT,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,8,0 - ABSENT,,1 - PENDANT,2 - OBLATE,,3,2 - GREEN,"7 - (0 = GLABROUS, 9 = EXCESSIVE)","3 - (1 = SMOOTH, 9 = CURLED)",3,2 - RED,1 - PRESENT,1 - PENDANT,"3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,1 - GREEN,1 - SINGLE,9 - EXCESSIVE,"7 - (1 = INSERTED, 9 = EXSERTED)",,9 - HIGH (ALL UNIFORM),,,"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,0 - ABSENT,,,4 - PURPLE,2 - GREEN WHITE,1 - GREEN,2,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,4 - 76 to 100% discoloration in the absence of foliar symptoms,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224917,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1224917,PI 297470,Capsicum annuum L.,9 - Dead plants,,,"5 - COMPACT, HEIGHT = WIDTH",0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,13,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,,5,2 - GREEN,,1 - SMOOTH,2,2 - RED,1 - PRESENT,"5 - (1 = PENDANT, 9 = ERECT)",1 - PROTRUDED,1 - STRAW,,1 - GREEN,"3 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,5 - SAME LEVEL,5 - MEDIUM,,PAP - PAPRIKA,0 - SEPARATING CALYX (HAS Sp GENE),"2 - (1 = LOW,  9 = HIGH)",,1 - PRESENT,60,45,3 - BLUE,1 - WHITE OR PALE YELLOW,,5,,8 - 66% to 80% visible egg masses present on root system,8 - 66% to 80% of root system galled,1 - SWEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158796,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1158796,PI 183440,Capsicum annuum L.,"3 - Brown roots, slight stunting, very small lesions on stems or small water-soaked lesions at base of stem, browning of primary root",,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,1 - POINTED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,5,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,,1,2 - GREEN,,1 - SMOOTH,M,2 - RED,1 - PRESENT,"5 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,1 - GREEN,9 - MULTIPLE,5 - INTERMEDIATE,9 - EXSERTED,8 - LATE,,TAB - TABASCO,0 - SEPARATING CALYX (HAS Sp GENE),"6 - (1 = LOW,  9 = HIGH)",,1 - PRESENT,75,,3 - BLUE,M - MIXED,1 - GREEN,5,,9 - 81% to 100% visible egg masses present on root system,9 - 81% to 100% of root system galled,5 - PUNGENT,,1 - RESISTANT,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141911,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1141911,PI 164738,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,0 - ABSENT,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,12,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,,1,1 - DARK GREEN,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",1 - SMOOTH,2,2 - RED,1 - PRESENT,1 - PENDANT,1 - PROTRUDED,1 - STRAW,,,"7 - (1 = SINGLE, 9 = MULTIPLE)","7 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = INSERTED, 9 = EXSERTED)",8 - LATE,9 - HIGH (ALL UNIFORM),CAY - CAYENNE,,"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,100,,3 - BLUE,1 - WHITE OR PALE YELLOW,,4,,5 - 26% to 35% visible egg masses present on root system,5 - 26% to 35% of root system galled,9 - VERY PUNGENT,,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266815,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266815,PI 357499,Capsicum annuum L.,9 - Dead plants,,,,,,,,1 - CUP SHAPED,,,,,,7,,1.0,9 - ERECT,,,1,,,,,2 - RED,,,,,,,,,,1 - EARLY,,ORN - ORNAMENTAL,,9 - HIGH,,,23,24,,,,,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,5 - 51-90% Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341845,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1341845,PI 446909,Capsicum baccatum L. var. baccatum,,,,"5 - COMPACT, HEIGHT = WIDTH",M - MIXED,"3 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,9 - SERRATE,2 - SAUCER SHAPED,2 - YELLOW,0 - ABSENT,1 - WHITE,1,0 - NONE,1,0 - ABSENT,2.0,9 - ERECT,4 - CONIC,0.2,0.5,M - MIXED,"7 - (0 = GLABROUS, 9 = EXCESSIVE)",1 - SMOOTH,2,2 - RED,1 - PRESENT,9 - ERECT,"3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,1 - PRESENT,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",3 - SPARSE,"7 - (1 = INSERTED, 9 = EXSERTED)",9 - VERY LATE,9 - HIGH (ALL UNIFORM),TAB - TABASCO,0 - SEPARATING CALYX (HAS Sp GENE),9 - HIGH,0 - ABSENT,1 - PRESENT,110,120,1 - YELLOW,5 - VIOLET,1 - GREEN,2,0.1,,,9 - VERY PUNGENT,PLANT - Image of plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515323,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1515323,PI 593535,Capsicum annuum L.,9 - Dead plants,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,9 - SUNKEN,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,,0 - ABSENT,,M - MIXED,6 - BELL,,,2 - GREEN,,1 - SMOOTH,M,2 - RED,1 - PRESENT,M - MIXED,M - MIXED,1 - STRAW,,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)",9 - EXSERTED,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,1 - PRESENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,4 - 76 to 100% discoloration in the absence of foliar symptoms,4 - 76 to 100% discoloration in the absence of foliar symptoms,21.4,5.5,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235126,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1235126,PI 315017,Capsicum chinense Jacq.,,,,,,,,,1 - CUP SHAPED,,,,,,13,,2.0,1 - PENDANT,1 - ELONGATE,8.9,3,,,,,3 - BROWN,,,,,,,,,,5 - MEDIUM,,CHL - CHILI,,"4 - (1 = LOW,  9 = HIGH)",,,75,65,,,,,,,,"7 - (1 = SWEET,  9 = VERY PUNGENT)",HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,220.22,81.87,302.09,,,20.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209253,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1209253,PI 281383,Capsicum annuum L.,"8 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,5 - BLUNT,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,3,0 - ABSENT,1.0,1 - PENDANT,2 - OBLATE,,4,2 - GREEN,,1 - SMOOTH,3,2 - RED,1 - PRESENT,"7 - (1 = PENDANT, 9 = ERECT)",1 - PROTRUDED,1 - STRAW,,1 - GREEN,"3 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,9 - EXSERTED,5 - MEDIUM,,PAP - PAPRIKA,,"5 - (1 = LOW,  9 = HIGH)",,1 - PRESENT,95,,3 - BLUE,1 - WHITE OR PALE YELLOW,M - MIXED,5,,,,1 - SWEET,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230592,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1230592,PI 308787,Capsicum annuum L.,"6 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,8,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,,1,2 - GREEN,,1 - SMOOTH,2,2 - RED,1 - PRESENT,1 - PENDANT,1 - PROTRUDED,1 - STRAW,,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = INSERTED, 9 = EXSERTED)",5 - MEDIUM,,CAY - CAYENNE,0 - SEPARATING CALYX (HAS Sp GENE),"7 - (1 = LOW,  9 = HIGH)",,1 - PRESENT,36,45,3 - BLUE,1 - WHITE OR PALE YELLOW,,M,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
