id,url,plant_id,latin_name,phytophthora root rot,determinate habit,plant habit,anther color,anthocyanin immature fruit,blossom end shape,calyx constriction,calyx margin,corolla color,corolla spots,cotyledon color,fasciculated,filament color,flowers per axil,fruit corkiness,fruit neck constriction,fruit position,fruit shape,immature fruit color,leaf texture,mature fruit color,node anthocyanin,peduncle insertion,peduncle length,seed color,stem color,stem number,stem pubescence,stigma exsertion,pungency,dwarfism,calyx shape,fruit length,fruit pods per node,fruit weight,fruit width,leaf pubescence,locule number,pedicel position at anthesis,stem anthocyanin,days to maturity,accession uniformity,commercial category,fruit persistance,fruit set,male sterility,core subset,image,error,plant height,plant width,wall thickness,degree of pungency,meloidogyne hapla egg,meloidogyne hapla gall,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),capsaicin content,dihydrocpasaicin content,total capsaicinoid content,flower angle,percent dry weight,beet curly top virus,alfalfa mosaic virus,bacterial leaf spot,cucumber mosiac virus,phytophthora,verticillium wilt
1047568,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047568,Grif 9267,Capsicum annuum L.,"6 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",3 - BLUE,0 - ABSENT,M - MIXED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,1 - PROTRUDED,7,1 - STRAW,1 - GREEN,9 - MULTIPLE,5 - INTERMEDIATE,"7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,0 - ABSENT,1 - CUP SHAPED,5,,2.4,1,0 - GLABROUS,2,1 - PENDANT,,,9 - HIGH (ALL UNIFORM),CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),,,"Y - YES, ACCESSION IS PART OF THE CORE",HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
1047569,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047569,PI 639655,Capsicum chinense Jacq.,,1 - AT LEAST 75% OF FRUITS MATURE AT ONCE,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",3 - BLUE,0 - ABSENT,"2 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,M,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,1 - DARK GREEN,"5 - (1 = SMOOTH, 9 = CURLED)",3 - BROWN,0 - ABSENT,5 - FLAT,4,1 - STRAW,1 - GREEN,"2 - (1 = SINGLE, 9 = MULTIPLE)","7 - (0 = GLABROUS, 9 = EXCESSIVE)",,1 - PRESENT,0 - ABSENT,2 - SAUCER SHAPED,8.81,1,10.7,2,"7 - (0 = GLABROUS, 9 = EXCESSIVE)",4,"7 - (1 = PENDANT, 9 = ERECT)",0 - ABSENT,8 - LATE,9 - HIGH (ALL UNIFORM),CHL - CHILI,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,,,,,170.09,69.51,239.6,M - MIXED,16.176,,,,,,
1047579,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047579,Grif 9269,Capsicum chinense Jacq.,,,9 - TALL OR UPRIGHT,4 - PURPLE,0 - ABSENT,M - MIXED,1 - PRESENT,"7 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,M,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,3 - BROWN,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",M,1 - STRAW,M - MIXED,"7 - (1 = SINGLE, 9 = MULTIPLE)",5 - INTERMEDIATE,5 - SAME LEVEL,1 - PRESENT,,,11.37,,16.3,2.28,,5,M - MIXED,,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,,,,,,,,,,,118.68,42.71,161.39,,16.413,,,,,,
1047580,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047580,PI 639656,Capsicum annuum L.,9 - Dead plants,1 - AT LEAST 75% OF FRUITS MATURE AT ONCE,"6 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",3 - BLUE,0 - ABSENT,1 - POINTED,1 - PRESENT,"7 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,2,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,1 - DARK GREEN,"7 - (1 = SMOOTH, 9 = CURLED)",3 - BROWN,M - MIXED,5 - FLAT,3.5,1 - STRAW,1 - GREEN,"2 - (1 = SINGLE, 9 = MULTIPLE)",3 - SPARSE,1 - INSERTED,1 - PRESENT,0 - ABSENT,2 - SAUCER SHAPED,16,M,13.6,2,3 - SPARSE,4,"7 - (1 = PENDANT, 9 = ERECT)",M - MIXED,8 - LATE,9 - HIGH (ALL UNIFORM),CHL - CHILI,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,,,,,,,,M - MIXED,,,,,,,
1047591,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047591,Grif 9271,Capsicum chinense Jacq.,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",4 - PURPLE,M - MIXED,M - MIXED,1 - PRESENT,M - MIXED,1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,M,0 - NONE,0 - ABSENT,M - MIXED,4 - CONIC,2 - GREEN,1 - SMOOTH,5 - ORANGE,1 - PRESENT,5 - FLAT,5,1 - STRAW,M - MIXED,9 - MULTIPLE,9 - EXCESSIVE,1 - INSERTED,1 - PRESENT,,,4.45,,7.2,2.33,,M,"5 - (1 = PENDANT, 9 = ERECT)",,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,"Y - YES, ACCESSION IS PART OF THE CORE",PLANT - Image of plant,,,,,,,,,,190.63,96.79,287.41,,,,,,,,
1047592,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047592,Grif 9272,Capsicum chinense Jacq.,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",3 - BLUE,M - MIXED,M - MIXED,M - MIXED,M - MIXED,2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,M,0 - NONE,0 - ABSENT,1 - PENDANT,M - MIXED,2 - GREEN,1 - SMOOTH,M - MIXED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",5,1 - STRAW,M - MIXED,"7 - (1 = SINGLE, 9 = MULTIPLE)",M - MIXED,M - MIXED,1 - PRESENT,,,5.61,,10,2.9,,M,M - MIXED,,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,PLANT - Image of plant,,,,,,,,,,105.83,16.13,121.95,,16.041,,,,,,
1047602,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047602,Grif 9273,Capsicum chinense Jacq.,,,"5 - COMPACT, HEIGHT = WIDTH",4 - PURPLE,0 - ABSENT,M - MIXED,1 - PRESENT,M - MIXED,2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,M,0 - NONE,0 - ABSENT,M - MIXED,M - MIXED,2 - GREEN,"2 - (1 = SMOOTH, 9 = CURLED)",M - MIXED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",1,1 - STRAW,M - MIXED,9 - MULTIPLE,M - MIXED,M - MIXED,1 - PRESENT,,,3.22,,2.1,1.69,,M,M - MIXED,,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,"Y - YES, ACCESSION IS PART OF THE CORE",PLANT - Image of plant,,,,,,,,,,2209.99,506.16,2716.15,,,,,,,,
1047603,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047603,Grif 9274,Capsicum chinense Jacq.,,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,1 - PRESENT,1 - POINTED,1 - PRESENT,1 - SMOOTH,1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,3,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,"5 - (1 = SMOOTH, 9 = CURLED)",M - MIXED,0 - ABSENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",3,1 - STRAW,1 - GREEN,1 - SINGLE,"7 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,0 - ABSENT,,6.3,,7,2.24,"7 - (0 = GLABROUS, 9 = EXCESSIVE)",4,"5 - (1 = PENDANT, 9 = ERECT)",,,9 - HIGH (ALL UNIFORM),,,"3 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,147.7,104.01,251.71,,16.49,,,,,,
1047614,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047614,Grif 9275,Capsicum chinense Jacq.,,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,1 - PRESENT,"3 - (1 = POINTED, 9 = SUNKEN)",1 - PRESENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,3,0 - NONE,0 - ABSENT,5 - MEDIUM,4 - CONIC,2 - GREEN,"7 - (1 = SMOOTH, 9 = CURLED)",3 - BROWN,0 - ABSENT,5 - FLAT,3,1 - STRAW,1 - GREEN,1 - SINGLE,"7 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,1 - PRESENT,0 - ABSENT,,6.16,,8.3,2.94,"7 - (0 = GLABROUS, 9 = EXCESSIVE)",5,"7 - (1 = PENDANT, 9 = ERECT)",,,9 - HIGH (ALL UNIFORM),,,9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,143.56,39.94,183.5,,,,,,,,
1047615,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047615,Grif 9276,Capsicum chinense Jacq.,,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,1 - PRESENT,1 - POINTED,1 - PRESENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,2,0 - NONE,1 - PRESENT,1 - PENDANT,4 - CONIC,1 - DARK GREEN,"7 - (1 = SMOOTH, 9 = CURLED)",5 - ORANGE,0 - ABSENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",2,1 - STRAW,1 - GREEN,1 - SINGLE,"7 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,1 - PRESENT,0 - ABSENT,,5.13,,6.1,2.15,"7 - (0 = GLABROUS, 9 = EXCESSIVE)",5,9 - ERECT,,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,,9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,78.12,18.88,97,,,,,,,,
1047625,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047625,Grif 9277,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,2,0 - NONE,1 - PRESENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,"7 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",2,1 - STRAW,1 - GREEN,1 - SINGLE,5 - INTERMEDIATE,5 - SAME LEVEL,1 - PRESENT,0 - ABSENT,,6.19,,3.2,1.16,"7 - (0 = GLABROUS, 9 = EXCESSIVE)",3,"7 - (1 = PENDANT, 9 = ERECT)",,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,,9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,435.8,181.2,617,,,,,,,,
1047639,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047639,Grif 9279,Capsicum chinense Jacq.,,,9 - TALL OR UPRIGHT,4 - PURPLE,0 - ABSENT,1 - POINTED,1 - PRESENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,M,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,1 - PROTRUDED,5,1 - STRAW,1 - GREEN,9 - MULTIPLE,5 - INTERMEDIATE,1 - INSERTED,1 - PRESENT,,,4.26,,2.2,1.07,,3,"5 - (1 = PENDANT, 9 = ERECT)",,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,411.79,245.79,657.58,,25.346,,,,,,
1047640,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047640,PI 653672,Capsicum chinense Jacq.,,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,"3 - (1 = POINTED, 9 = SUNKEN)",1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,2,0 - NONE,1 - PRESENT,5 - MEDIUM,1 - ELONGATE,2 - GREEN,"5 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,5 - FLAT,2,1 - STRAW,1 - GREEN,1 - SINGLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,1 - PRESENT,0 - ABSENT,,6,,,2.5,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",4,1 - PENDANT,,,"5 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,,"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
1047651,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047651,Grif 9281,Capsicum chinense Jacq.,,,,,,,,,,,,,,,,,,,,,2 - RED,,,,,,,,,,,,6.52,,6,1.95,,,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,210.69,25.08,235.77,,,,,,,,
1047652,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047652,Grif 9282,Capsicum frutescens L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANT - Image of plant,,,,,,,,,,,,,,,,,,,,
1047663,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047663,Grif 9283,Capsicum frutescens L.,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",3 - BLUE,0 - ABSENT,M - MIXED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,M,0 - NONE,0 - ABSENT,9 - ERECT,1 - ELONGATE,2 - GREEN,"2 - (1 = SMOOTH, 9 = CURLED)",M - MIXED,0 - ABSENT,1 - PROTRUDED,5,1 - STRAW,1 - GREEN,"7 - (1 = SINGLE, 9 = MULTIPLE)",3 - SPARSE,"7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,0 - ABSENT,1 - CUP SHAPED,6,,1.6,1,0 - GLABROUS,2,"7 - (1 = PENDANT, 9 = ERECT)",0 - ABSENT,,9 - HIGH (ALL UNIFORM),TAB - TABASCO,0 - SEPARATING CALYX (HAS Sp GENE),,,"Y - YES, ACCESSION IS PART OF THE CORE",HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
1047664,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047664,Grif 9284,Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,9 - Dead plants,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,1 - PRESENT,"3 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,1 - PRESENT,1 - WHITE,2,0 - NONE,0 - ABSENT,9 - ERECT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,0 - ABSENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",2,1 - STRAW,1 - GREEN,1 - SINGLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",9 - EXSERTED,1 - PRESENT,0 - ABSENT,,1.5,,,0.7,3 - SPARSE,3,9 - ERECT,,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,,9 - HIGH,0 - ABSENT,,,,,,,,,,,,,,,,,,,,,,
1047674,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047674,PI 661075,Capsicum annuum L.,,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,1 - PRESENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,1 - PRESENT,1 - WHITE,2,0 - NONE,0 - ABSENT,9 - ERECT,4 - CONIC,2 - GREEN,"3 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",3,1 - STRAW,1 - GREEN,1 - SINGLE,9 - EXCESSIVE,"7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,0 - ABSENT,,3.53,,1.9,1.63,9 - EXCESSIVE,3,9 - ERECT,,,9 - HIGH (ALL UNIFORM),,,9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
1047675,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047675,Grif 9286,Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,,0 - ABSENT,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",4 - PURPLE,1 - PRESENT,1 - POINTED,0 - ABSENT,1 - SMOOTH,1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,1 - PRESENT,1 - WHITE,2,"1 - (0 = NONE, 9 = HIGH)",1 - PRESENT,9 - ERECT,1 - ELONGATE,2 - GREEN,"3 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",3,1 - STRAW,1 - GREEN,1 - SINGLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,0 - ABSENT,,1,,,1,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",2,9 - ERECT,,,9 - HIGH (ALL UNIFORM),,,9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
1047685,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047685,Grif 9287,Capsicum frutescens L.,,0 - ABSENT,9 - TALL OR UPRIGHT,4 - PURPLE,1 - PRESENT,M - MIXED,1 - PRESENT,M - MIXED,2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,M,0 - NONE,0 - ABSENT,1 - PENDANT,M - MIXED,3 - GREEN YELLOW,1 - SMOOTH,2 - RED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",5,1 - STRAW,M - MIXED,"5 - (1 = SINGLE, 9 = MULTIPLE)",9 - EXCESSIVE,1 - INSERTED,1 - PRESENT,0 - ABSENT,,2,,,0.5,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",4,"5 - (1 = PENDANT, 9 = ERECT)",,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,0 - SEPARATING CALYX (HAS Sp GENE),9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
1047686,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047686,Grif 9288,Capsicum frutescens L.,,0 - ABSENT,9 - TALL OR UPRIGHT,4 - PURPLE,0 - ABSENT,1 - POINTED,1 - PRESENT,1 - SMOOTH,2 - GREEN WHITE,0 - ABSENT,1 - GREEN,1 - PRESENT,1 - WHITE,2,0 - NONE,0 - ABSENT,9 - ERECT,4 - CONIC,3 - GREEN YELLOW,"5 - (1 = SMOOTH, 9 = CURLED)",5 - ORANGE,0 - ABSENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",2,1 - STRAW,1 - GREEN,1 - SINGLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,0 - ABSENT,,1.5,,,1,0 - GLABROUS,2,9 - ERECT,,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",,,9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
1047695,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047695,Grif 9289,Capsicum chinense Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANT - Image of plant,,,,,,,,,,,,,,,,,,,,
1047696,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047696,Grif 9290,Capsicum annuum L.,9 - Dead plants,,"5 - COMPACT, HEIGHT = WIDTH",2 - YELLOW/BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",5,1 - STRAW,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)",9 - EXSERTED,1 - PRESENT,,,,,,,,M,"3 - (1 = PENDANT, 9 = ERECT)",,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,,,,,,,,,,,37.3,30.5,67.8,,,,,,,,
1047704,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047704,Grif 9291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,
1047705,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047705,Grif 9292,Capsicum frutescens L.,,,,,,,,,,,,,,,,,,,,,2 - RED,,,,,,,,,,,,2.29,,0.6,0.85,,,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,247.9,102.22,350.12,,,,,,,,
1047716,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047716,Grif 9293,Capsicum chinense Jacq.,,,,,,,,,,,,,,,,,,,,,2 - RED,,,,,,,,,,,,6.22,,10.6,2.82,,,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,9.46,13.94,23.4,,,,,,,,
1047717,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047717,Grif 9294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,
1047729,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047729,Grif 9296,Capsicum chinense Jacq.,,,,,,,,,,,,,,,,,,,,,2 - RED,,,,,,,,,,,,6.84,,12.2,2.74,,,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,20.33,15.44,35.77,,,,,,,,
1047740,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047740,Grif 9297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,
1047741,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047741,Grif 9298,Capsicum frutescens L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,PLANT - Image of plant,,,,,,,,,,,,,,,,,,,,
1047749,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047749,Grif 9299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,
1047750,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047750,Grif 9300,Capsicum chinense Jacq.,,0 - ABSENT,9 - TALL OR UPRIGHT,4 - PURPLE,0 - ABSENT,1 - POINTED,1 - PRESENT,1 - SMOOTH,2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,9 - ERECT,4 - CONIC,2 - GREEN,"3 - (1 = SMOOTH, 9 = CURLED)",2 - RED,0 - ABSENT,5 - FLAT,3,1 - STRAW,1 - GREEN,1 - SINGLE,0 - GLABROUS,9 - EXSERTED,1 - PRESENT,0 - ABSENT,,2.5,,,1,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",2,1 - PENDANT,,,9 - HIGH (ALL UNIFORM),,,9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
1047760,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047760,Grif 9301,Capsicum frutescens L.,,,,3 - BLUE,0 - ABSENT,"3 - (1 = POINTED, 9 = SUNKEN)",1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,,0 - ABSENT,2 - PURPLE,,0 - NONE,0 - ABSENT,"7 - (1 = PENDANT, 9 = ERECT)",4 - CONIC,3 - GREEN YELLOW,"5 - (1 = SMOOTH, 9 = CURLED)",,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",5,1 - STRAW,1 - GREEN,,0 - GLABROUS,"7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,0 - ABSENT,1 - CUP SHAPED,4,,2.4,1.5,0 - GLABROUS,2,,0 - ABSENT,,9 - HIGH (ALL UNIFORM),CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),,,"Y - YES, ACCESSION IS PART OF THE CORE",HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
